Tarih,imdi,Açılış,Yüksek,Düşük,Hac.,Fark 
22.07.2020,6.8356,6.8388,6.8514,6.822,,-0.22
22.07.2020,6.8506,6.8224,6.8549,6.8162,,0.17
21.07.2020,6.8388,6.8216,6.853,6.8187,,0.20
21.07.2020,6.8254,6.8593,6.8642,6.8155,,0.12
20.07.2020,6.8173,6.8499,6.8597,6.814,,-0.59
20.07.2020,6.8578,6.8556,6.8624,6.84,,0.11
19.07.2020,6.8505,6.8567,6.8608,6.8395,,-0.12
17.07.2020,6.8586,6.8604,6.8769,6.8418,,0.02
16.07.2020,6.8571,6.8566,6.8736,6.84,,0.00
16.07.2020,6.8571,6.8571,6.8661,6.8422,,0.02
15.07.2020,6.8555,6.8563,6.8625,6.8415,,0.00
15.07.2020,6.8558,6.8652,6.8701,6.8511,,-0.01
14.07.2020,6.8568,6.8628,6.8669,6.8462,,-0.11
14.07.2020,6.8642,6.8578,6.8705,6.8486,,0.04
13.07.2020,6.8617,6.8564,6.8693,6.85,,0.02
13.07.2020,6.8602,6.8697,6.8758,6.839,,0.07
12.07.2020,6.8557,6.8615,6.8726,6.8405,,-0.15
10.07.2020,6.8658,6.8626,6.8728,6.848,,0.03
09.07.2020,6.8638,6.857,6.8681,6.8466,,0.03
09.07.2020,6.862,6.8598,6.8703,6.8468,,0.03
08.07.2020,6.8602,6.8601,6.8681,6.845,,0.00
08.07.2020,6.8605,6.8595,6.8706,6.842,,0.00
07.07.2020,6.8606,6.854,6.8668,6.8405,,0.02
07.07.2020,6.8595,6.862,6.8724,6.842,,0.09
06.07.2020,6.8533,6.8576,6.8684,6.8415,,-0.11
06.07.2020,6.8609,6.8614,6.8688,6.8308,,0.05
05.07.2020,6.8574,6.8608,6.866,6.8305,,-0.07
03.07.2020,6.8624,6.8502,6.8834,6.8357,,0.08
02.07.2020,6.8571,6.8496,6.8825,6.8365,,0.09
02.07.2020,6.851,6.8473,6.8593,6.8325,,0.01
01.07.2020,6.85,6.8475,6.8563,6.8345,,0.03
01.07.2020,6.8479,6.855,6.8599,6.837,,0.03
30.06.2020,6.846,6.8502,6.8561,6.8345,,-0.10
30.06.2020,6.8525,6.8524,6.8581,6.8365,,0.03
29.06.2020,6.8502,6.8526,6.8558,6.8358,,-0.07
29.06.2020,6.8548,6.8513,6.8588,6.8389,,0.05
28.06.2020,6.8517,6.8542,6.8573,6.838,,-0.04
26.06.2020,6.8546,6.8585,6.8623,6.838,,0.01
25.06.2020,6.8542,6.8528,6.8583,6.8355,,-0.01
25.06.2020,6.8549,6.8536,6.8613,6.8243,,0.04
24.06.2020,6.8521,6.8493,6.8592,6.8235,,-0.05
24.06.2020,6.8558,6.85,6.8621,6.8315,,0.09
23.06.2020,6.8499,6.8468,6.8598,6.8345,,-0.02
23.06.2020,6.8511,6.8491,6.8633,6.8309,,0.06
22.06.2020,6.8469,6.8457,6.8594,6.8285,,-0.02
22.06.2020,6.8483,6.8466,6.8601,6.827,,0.14
21.06.2020,6.8388,6.85,6.9131,6.827,,-0.21
19.06.2020,6.853,6.8578,6.8621,6.8202,,0.04
18.06.2020,6.85,6.8546,6.8598,6.8215,,-0.09
18.06.2020,6.8562,6.8436,6.8614,6.8227,,-0.02
17.06.2020,6.8575,6.8369,6.8609,6.832,,0.19
17.06.2020,6.8448,6.8436,6.8617,6.82,,0.12
16.06.2020,6.8369,6.847,6.8595,6.822,,-0.10
16.06.2020,6.8439,6.8378,6.8523,6.8116,,-0.07
15.06.2020,6.8487,6.8349,6.8502,6.812,,0.18
15.06.2020,6.8363,6.8124,6.8636,6.801,,0.23
14.06.2020,6.8208,6.8094,6.861,6.7952,,0.12
12.06.2020,6.8126,6.8415,6.8448,6.787,,0.03
11.06.2020,6.8105,6.8314,6.8428,6.789,,-0.45
11.06.2020,6.8414,6.7748,6.8559,6.7625,,0.11
10.06.2020,6.8342,6.7779,6.8539,6.765,,0.85
10.06.2020,6.7768,6.7965,6.8024,6.76,,0.14
09.06.2020,6.7672,6.796,6.8087,6.7624,,-0.44
09.06.2020,6.7973,6.7885,6.8092,6.766,,0.11
08.06.2020,6.7901,6.7848,6.8088,6.766,,0.04
08.06.2020,6.7876,6.7574,6.7993,6.755,,0.00
07.06.2020,6.7877,6.768,6.7941,6.7477,,0.26
05.06.2020,6.77,6.7537,6.7882,6.7295,,0.16
04.06.2020,6.7589,6.7501,6.7869,6.7344,,0.05
04.06.2020,6.7558,6.7459,6.7724,6.7155,,0.12
03.06.2020,6.7474,6.7255,6.769,6.7155,,0.05
03.06.2020,6.744,6.7048,6.7695,6.6805,,0.33
02.06.2020,6.7215,6.6848,6.7679,6.683,,0.10
02.06.2020,6.7145,6.8123,6.822,6.686,,0.09
01.06.2020,6.7081,6.8121,6.8209,6.6736,,-1.56
01.06.2020,6.8142,6.8241,6.8294,6.789,,0.17
31.05.2020,6.8026,6.8201,6.8262,6.789,,-0.26
29.05.2020,6.8202,6.8137,6.8419,6.7925,,0.12
28.05.2020,6.8121,6.8141,6.8401,6.8,,-0.03
28.05.2020,6.8138,6.7733,6.8262,6.765,,-0.06
27.05.2020,6.8176,6.7735,6.8236,6.768,,0.65
27.05.2020,6.7739,6.729,6.7859,6.7195,,-0.02
26.05.2020,6.7751,6.7039,6.7831,6.6978,,0.71
26.05.2020,6.7275,6.8091,6.8205,6.6965,,0.08
25.05.2020,6.7219,6.8112,6.8175,6.6979,,-1.29
25.05.2020,6.81,6.8156,6.8186,6.7952,,-0.01
24.05.2020,6.8105,6.8107,6.817,6.7961,,-0.06
22.05.2020,6.8147,6.7943,6.8296,6.778,,0.04
21.05.2020,6.8123,6.7874,6.8244,6.7708,,0.31
21.05.2020,6.7915,6.7923,6.8258,6.7827,,0.10
20.05.2020,6.7845,6.7838,6.816,6.776,,-0.10
20.05.2020,6.7912,6.7775,6.802,6.762,,0.12
19.05.2020,6.7829,6.7685,6.7994,6.7665,,0.08
19.05.2020,6.7775,6.887,6.8896,6.7544,,0.13
18.05.2020,6.7686,6.8795,6.8858,6.7544,,-1.69
18.05.2020,6.8851,6.9008,6.9038,6.8175,,0.07
17.05.2020,6.8805,6.8992,6.9018,6.824,,-0.30
15.05.2020,6.9012,6.9201,6.9315,6.8875,,0.03
14.05.2020,6.8994,6.9217,6.9326,6.8895,,-0.33
14.05.2020,6.922,6.9745,6.9883,6.901,,0.00
13.05.2020,6.922,6.9704,6.9765,6.9003,,-0.76
13.05.2020,6.9748,7.0006,7.001,6.963,,0.06
12.05.2020,6.9704,6.9915,6.9972,6.963,,-0.38
12.05.2020,6.9971,7.0698,7.0769,6.9635,,0.09
11.05.2020,6.9907,7.0714,7.0727,6.967,,-1.21
11.05.2020,7.0762,7.0844,7.1068,7.048,,0.10
10.05.2020,7.069,7.082,7.1679,7.05,,-0.21
08.05.2020,7.084,7.1185,7.1703,7.056,,0.05
07.05.2020,7.0802,7.1235,7.168,7.058,,-0.55
07.05.2020,7.1195,7.1977,7.2715,7.054,,-0.04
06.05.2020,7.1224,7.1983,7.2685,7.0632,,-1.03
06.05.2020,7.1968,7.0732,7.2072,7.0602,,-0.03
05.05.2020,7.1986,7.0632,7.2073,7.0624,,1.75
05.05.2020,7.0746,7.0417,7.1017,7.018,,0.11
04.05.2020,7.0665,7.0441,7.0998,7.0204,,0.33
04.05.2020,7.043,7.0128,7.0525,6.992,,-0.01
03.05.2020,7.0438,7.008,7.0512,6.9927,,0.45
01.05.2020,7.012,6.9882,7.0441,6.9775,,0.10
30.04.2020,7.0047,6.9866,7.04,6.98,,0.26
30.04.2020,6.9864,6.9543,6.9955,6.9445,,0.00
29.04.2020,6.9867,6.9505,6.9908,6.9464,,0.50
29.04.2020,6.952,6.989,6.9961,6.9453,,0.02
28.04.2020,6.9507,6.9807,6.993,6.9391,,-0.52
28.04.2020,6.9868,6.9858,7.0038,6.9788,,0.09
27.04.2020,6.9808,6.9824,7.0001,6.9798,,-0.08
27.04.2020,6.9862,6.9726,6.9976,6.9436,,0.06
26.04.2020,6.9821,6.9725,6.993,6.941,,0.11
24.04.2020,6.9742,6.94,6.9964,6.94,,0.39
23.04.2020,6.9472,6.9495,6.9948,6.9455,,0.01
23.04.2020,6.9462,6.9827,7.0011,6.9242,,0.04
22.04.2020,6.9437,6.9707,6.9977,6.9242,,-0.50
22.04.2020,6.9787,6.9812,7.0084,6.9475,,0.03
21.04.2020,6.9766,6.9724,7.008,6.95,,-0.07
21.04.2020,6.9812,6.9399,6.998,6.9318,,0.17
20.04.2020,6.9695,6.9366,6.9969,6.9358,,0.42
20.04.2020,6.9402,6.9304,6.9575,6.871,,0.02
19.04.2020,6.9388,6.93,6.9538,6.871,,0.10
17.04.2020,6.9318,6.9385,6.9565,6.8218,,0.13
16.04.2020,6.9229,6.9197,6.9551,6.825,,-0.24
16.04.2020,6.9397,6.9098,6.9591,6.883,,0.29
15.04.2020,6.9194,6.9048,6.9581,6.8874,,0.11
15.04.2020,6.9118,6.8186,6.9277,6.8135,,0.10
14.04.2020,6.9048,6.8151,6.9246,6.8151,,1.31
14.04.2020,6.8155,6.7702,6.8229,6.7577,,0.01
13.04.2020,6.8147,6.7708,6.8216,6.761,,0.63
13.04.2020,6.7721,6.7033,6.8001,6.7008,,0.02
12.04.2020,6.7705,6.695,6.7964,6.6868,,1.05
10.04.2020,6.7001,6.6766,6.7272,6.656,,0.18
09.04.2020,6.688,6.6582,6.7244,6.6565,,0.20
09.04.2020,6.6746,6.7747,6.7954,6.6108,,-0.03
08.04.2020,6.6765,6.7668,6.7934,6.6128,,-1.43
08.04.2020,6.7737,6.752,6.7973,6.751,,0.13
07.04.2020,6.7648,6.7611,6.7923,6.754,,0.16
07.04.2020,6.754,6.7791,6.7891,6.689,,-0.05
06.04.2020,6.7577,6.7635,6.7769,6.692,,-0.35
06.04.2020,6.7815,6.7301,6.7948,6.704,,0.29
05.04.2020,6.7618,6.7318,6.7916,6.705,,0.46
03.04.2020,6.731,6.6147,6.751,6.607,,-0.06
02.04.2020,6.7348,6.6314,6.7497,6.6275,,1.81
02.04.2020,6.6153,6.7003,6.7127,6.5862,,-0.20
01.04.2020,6.6288,6.7076,6.712,6.5895,,-1.11
01.04.2020,6.7029,6.6182,6.7109,6.6094,,-0.08
31.03.2020,6.7086,6.6125,6.71,6.609,,1.43
31.03.2020,6.6143,6.5786,6.6221,6.5482,,0.01
30.03.2020,6.6139,6.5676,6.6189,6.549,,0.56
30.03.2020,6.5773,6.4579,6.5923,6.4449,,0.18
29.03.2020,6.5652,6.453,6.5882,6.4413,,1.71
27.03.2020,6.455,6.3962,6.4708,6.3855,,0.03
26.03.2020,6.453,6.393,6.47,6.3875,,0.86
26.03.2020,6.3979,6.4163,6.5083,6.3805,,0.09
25.03.2020,6.392,6.4124,6.5048,6.3805,,-0.39
25.03.2020,6.4169,6.423,6.4731,6.3769,,0.01
24.03.2020,6.4161,6.4214,6.4691,6.3765,,-0.07
24.03.2020,6.4203,6.5615,6.567,6.3914,,0.15
23.03.2020,6.4109,6.5552,6.5632,6.3936,,-2.30
23.03.2020,6.5617,6.5545,6.6138,6.5431,,0.10
22.03.2020,6.5552,6.5512,6.609,6.5258,,0.04
20.03.2020,6.5525,6.5418,6.5649,6.4528,,0.08
19.03.2020,6.5472,6.5432,6.5659,6.4548,,0.05
19.03.2020,6.5439,6.4878,6.5548,6.4653,,0.05
18.03.2020,6.5403,6.4694,6.55,6.4606,,0.84
18.03.2020,6.4858,6.392,6.4995,6.387,,0.11
17.03.2020,6.4786,6.3956,6.4965,6.3878,,1.27
17.03.2020,6.3974,6.4313,6.498,6.378,,0.04
16.03.2020,6.3951,6.4222,6.4944,6.377,,-0.57
16.03.2020,6.4315,6.331,6.4465,6.278,,0.15
15.03.2020,6.4222,6.321,6.4425,6.278,,1.42
13.03.2020,6.3321,6.3139,6.3392,6.24,,0.06
12.03.2020,6.3283,6.3098,6.339,6.243,,0.20
12.03.2020,6.3159,6.2089,6.321,6.2027,,0.07
11.03.2020,6.3118,6.2116,6.3197,6.205,,1.65
11.03.2020,6.2091,6.1584,6.2141,6.1245,,-0.03
10.03.2020,6.2108,6.1758,6.2172,6.125,,0.87
10.03.2020,6.1575,6.1485,6.1725,6.0996,,-0.30
09.03.2020,6.1757,6.1525,6.1757,6.097,,0.51
09.03.2020,6.1442,6.0919,6.1951,6.0833,,-0.16
08.03.2020,6.1538,6.0917,6.2029,6.0855,,1.02
06.03.2020,6.0919,6.1097,6.1296,6.0645,,0.03
05.03.2020,6.0899,6.1049,6.1284,6.068,,-0.34
05.03.2020,6.1105,6.0785,6.1354,6.0527,,0.01
04.03.2020,6.1097,6.0746,6.1337,6.0648,,0.53
04.03.2020,6.0773,6.1058,6.1472,6.0547,,0.07
03.03.2020,6.0731,6.1031,6.1461,6.058,,-0.56
03.03.2020,6.107,6.1779,6.2248,6.0307,,0.06
02.03.2020,6.1034,6.1623,6.2213,6.0308,,-1.15
02.03.2020,6.1743,6.2453,6.2615,6.1575,,0.05
01.03.2020,6.1713,6.2435,6.2588,6.1585,,-1.14
28.02.2020,6.2427,6.211,6.2605,6.195,,0.09
27.02.2020,6.2371,6.2069,6.2565,6.196,,0.47
27.02.2020,6.2078,6.157,6.2115,6.1452,,0.02
26.02.2020,6.2067,6.1564,6.2082,6.149,,0.77
26.02.2020,6.159,6.1441,6.1674,6.136,,0.07
25.02.2020,6.1547,6.1438,6.1639,6.136,,0.17
25.02.2020,6.1441,6.1189,6.1611,6.0659,,0.05
24.02.2020,6.1413,6.1144,6.1587,6.066,,0.39
24.02.2020,6.1177,6.0962,6.1624,6.0932,,0.05
23.02.2020,6.1144,6.0963,6.1603,6.0935,,0.30
21.02.2020,6.0964,6.1002,6.1289,6.087,,0.00
20.02.2020,6.0963,6.0945,6.1251,6.084,,-0.07
20.02.2020,6.1004,6.0825,6.1114,6.076,,0.07
19.02.2020,6.0959,6.0815,6.1077,6.076,,0.22
19.02.2020,6.0823,6.0629,6.0892,6.0447,,0.05
18.02.2020,6.079,6.059,6.0869,6.046,,0.24
18.02.2020,6.0642,6.0455,6.0765,6.041,,0.08
17.02.2020,6.0595,6.0406,6.0725,6.0406,,0.24
17.02.2020,6.0449,6.0542,6.0602,6.0332,,0.04
16.02.2020,6.0427,6.055,6.0571,6.035,,-0.13
14.02.2020,6.0505,6.0377,6.0683,6.0311,,-0.08
13.02.2020,6.055,6.0374,6.0678,6.0336,,0.24
13.02.2020,6.0405,6.048,6.0686,6.0353,,0.09
12.02.2020,6.0352,6.0446,6.0649,6.035,,-0.11
12.02.2020,6.042,6.013,6.067,5.996,,-0.03
11.02.2020,6.0437,6.01,6.0655,5.998,,0.45
11.02.2020,6.0163,6.0098,6.0501,5.9985,,0.22
10.02.2020,6.0029,6.0075,6.0501,6.0015,,-0.13
10.02.2020,6.0108,6.0164,6.0257,5.972,,0.10
09.02.2020,6.0048,6.01,6.0249,5.974,,-0.17
07.02.2020,6.0153,5.9869,6.0476,5.9725,,0.02
06.02.2020,6.0143,5.9858,6.048,5.976,,0.45
06.02.2020,5.9874,5.9803,5.99,5.9726,,0.03
05.02.2020,5.9858,5.9812,5.9889,5.975,,0.05
05.02.2020,5.9827,5.982,5.992,5.9688,,0.05
04.02.2020,5.9799,5.9778,5.9893,5.97,,0.00
04.02.2020,5.9801,5.9843,5.9888,5.9575,,0.04
03.02.2020,5.9778,5.9831,5.9868,5.959,,-0.11
03.02.2020,5.9844,5.9829,5.9876,5.9729,,0.01
02.02.2020,5.9839,5.9681,5.9865,5.9681,,0.03
31.01.2020,5.9822,5.9727,5.987,5.9639,,0.02
30.01.2020,5.9812,5.9746,5.9866,5.9629,,0.15
30.01.2020,5.9725,5.9617,5.9934,5.9563,,0.05
29.01.2020,5.9698,5.9587,5.9873,5.9547,,0.22
29.01.2020,5.9567,5.9409,5.9753,5.9327,,0.00
28.01.2020,5.9566,5.9398,5.9729,5.9335,,0.27
28.01.2020,5.9403,5.9422,5.9537,5.926,,0.01
27.01.2020,5.9396,5.9423,5.9527,5.928,,-0.07
27.01.2020,5.944,5.9392,5.9574,5.929,,0.09
26.01.2020,5.9389,5.9381,5.9576,5.932,,0.00
24.01.2020,5.9391,5.9314,5.9478,5.917,,0.02
23.01.2020,5.9378,5.9323,5.9475,5.92,,0.06
23.01.2020,5.9344,5.922,5.9495,5.8994,,0.04
22.01.2020,5.9323,5.9228,5.9474,5.901,,0.17
22.01.2020,5.9222,5.9405,5.9479,5.915,,0.02
21.01.2020,5.9209,5.9359,5.9444,5.915,,-0.28
21.01.2020,5.9376,5.9122,5.9416,5.9107,,0.05
20.01.2020,5.9348,5.9111,5.9386,5.9111,,0.37
20.01.2020,5.9132,5.881,5.9218,5.881,,0.06
19.01.2020,5.9099,5.8898,5.9191,5.882,,0.32
17.01.2020,5.8908,5.8574,5.9106,5.841,,0.09
16.01.2020,5.8857,5.8581,5.9124,5.844,,0.44
16.01.2020,5.8597,5.8773,5.8963,5.835,,0.09
15.01.2020,5.8547,5.8741,5.8919,5.8345,,-0.36
15.01.2020,5.8758,5.8815,5.9008,5.8654,,0.05
14.01.2020,5.8728,5.8779,5.9006,5.8684,,-0.15
14.01.2020,5.8819,5.8674,5.9036,5.858,,0.04
13.01.2020,5.8798,5.8644,5.9015,5.8609,,0.22
13.01.2020,5.8671,5.8839,5.8845,5.8509,,0.02
12.01.2020,5.8657,5.8848,5.8848,5.8485,,-0.20
10.01.2020,5.8777,5.8706,5.8966,5.8535,,0.02
09.01.2020,5.8767,5.8686,5.8962,5.857,,0.05
09.01.2020,5.8739,5.9093,5.9306,5.8593,,0.03
08.01.2020,5.8723,5.905,5.9268,5.8562,,-0.62
08.01.2020,5.9091,5.971,5.9881,5.895,,0.07
07.01.2020,5.905,5.971,5.9885,5.898,,-1.13
07.01.2020,5.9727,5.9677,5.9791,5.9459,,0.04
06.01.2020,5.9706,5.9676,5.9775,5.9477,,0.03
06.01.2020,5.969,5.9758,5.9811,5.9631,,0.03
05.01.2020,5.9674,5.9713,5.9768,5.9625,,-0.08
03.01.2020,5.9723,5.9545,5.9785,5.946,,0.02
02.01.2020,5.9712,5.9548,5.9781,5.949,,0.25
02.01.2020,5.9566,5.9458,5.9615,5.9415,,0.04
01.01.2020,5.954,5.944,5.9599,5.9424,,0.12
01.01.2020,5.9466,5.9461,5.9491,5.9375,,0.06
31.12.2019,5.9433,5.9451,5.9592,5.9405,,-0.09
31.12.2019,5.9489,5.9451,5.9521,5.9369,,0.02
30.12.2019,5.9479,5.9462,5.9521,5.9399,,0.00
30.12.2019,5.9479,5.9521,5.954,5.9348,,0.03
29.12.2019,5.9462,5.9492,5.952,5.935,,-0.07
27.12.2019,5.9502,5.9261,5.9604,5.922,,0.10
26.12.2019,5.9441,5.932,5.9598,5.925,,0.18
26.12.2019,5.9335,5.9344,5.9479,5.9289,,0.04
25.12.2019,5.931,5.9364,5.9436,5.928,,-0.07
25.12.2019,5.935,5.9459,5.9488,5.926,,0.00
24.12.2019,5.9351,5.9449,5.95,5.929,,-0.20
24.12.2019,5.9468,5.9474,5.9564,5.925,,0.01
23.12.2019,5.946,5.9476,5.9554,5.93,,-0.04
23.12.2019,5.9486,5.9393,5.9513,5.9135,,0.03
22.12.2019,5.947,5.9356,5.9505,5.917,,0.12
20.12.2019,5.94,5.9424,5.9469,5.8994,,0.12
19.12.2019,5.933,5.9374,5.9436,5.9013,,-0.15
19.12.2019,5.9417,5.926,5.9475,5.8987,,0.04
18.12.2019,5.9392,5.9236,5.9443,5.899,,0.22
18.12.2019,5.9261,5.8866,5.9345,5.8852,,0.01
17.12.2019,5.9256,5.884,5.9312,5.884,,0.67
17.12.2019,5.886,5.8503,5.893,5.8441,,0.04
16.12.2019,5.8835,5.847,5.8892,5.844,,0.58
16.12.2019,5.8498,5.8116,5.8626,5.8029,,0.02
15.12.2019,5.8484,5.8072,5.8586,5.8024,,0.69
13.12.2019,5.8082,5.7885,5.8264,5.7639,,0.02
12.12.2019,5.8072,5.789,5.8264,5.7679,,0.27
12.12.2019,5.7914,5.8084,5.8122,5.7585,,0.04
11.12.2019,5.789,5.8059,5.8104,5.76,,-0.32
11.12.2019,5.8074,5.8038,5.8188,5.788,,0.16
10.12.2019,5.7984,5.8027,5.8185,5.792,,-0.13
10.12.2019,5.8057,5.8104,5.8205,5.7865,,0.01
09.12.2019,5.805,5.8084,5.8186,5.792,,-0.11
09.12.2019,5.8113,5.7786,5.8201,5.7709,,0.07
08.12.2019,5.8073,5.7756,5.8169,5.7653,,0.53
06.12.2019,5.7766,5.7458,5.7898,5.735,,0.05
05.12.2019,5.774,5.7429,5.7896,5.738,,0.44
05.12.2019,5.7485,5.7459,5.7724,5.7364,,0.06
04.12.2019,5.7453,5.7465,5.7685,5.736,,-0.10
04.12.2019,5.7508,5.7429,5.7611,5.7304,,0.04
03.12.2019,5.7486,5.7403,5.7581,5.731,,0.10
03.12.2019,5.7431,5.7395,5.7645,5.7241,,0.03
02.12.2019,5.7414,5.7364,5.766,5.73,,0.00
02.12.2019,5.7415,5.7488,5.7663,5.7293,,0.06
01.12.2019,5.738,5.747,5.7642,5.731,,-0.16
29.11.2019,5.747,5.7496,5.7669,5.731,,0.02
28.11.2019,5.746,5.7486,5.7667,5.735,,-0.22
28.11.2019,5.7585,5.7795,5.7903,5.7536,,0.08
27.11.2019,5.7541,5.7734,5.784,5.7526,,-0.41
27.11.2019,5.7779,5.7575,5.7914,5.7445,,0.06
26.11.2019,5.7745,5.7556,5.7913,5.7485,,0.26
26.11.2019,5.7597,5.742,5.7736,5.7316,,0.08
25.11.2019,5.7552,5.7393,5.7705,5.732,,0.24
25.11.2019,5.7416,5.7247,5.7611,5.7034,,0.05
24.11.2019,5.7388,5.7122,5.7538,5.699,,0.45
22.11.2019,5.7132,5.689,5.7235,5.684,,0.02
21.11.2019,5.7122,5.6915,5.7235,5.6915,,0.27
21.11.2019,5.6966,5.7027,5.7138,5.683,,0.04
20.11.2019,5.6943,5.6954,5.7092,5.682,,-0.09
20.11.2019,5.6997,5.7022,5.7283,5.6856,,0.08
19.11.2019,5.6954,5.695,5.7216,5.682,,-0.06
19.11.2019,5.699,5.7299,5.7422,5.69,,-0.66
18.11.2019,5.7369,5.7465,5.7566,5.7171,,-0.15
15.11.2019,5.7453,5.7451,5.7702,5.733,,-0.04
14.11.2019,5.7477,5.7421,5.782,5.7351,,0.13
13.11.2019,5.7403,5.7746,5.7818,5.728,,-0.65
12.11.2019,5.7776,5.7702,5.7823,5.7565,,0.07
11.11.2019,5.7733,5.7711,5.7987,5.7598,,0.11
08.11.2019,5.7668,5.7515,5.7712,5.733,,0.25
07.11.2019,5.7522,5.7521,5.7676,5.7306,,0.02
06.11.2019,5.7508,5.7545,5.7752,5.7418,,-0.04
05.11.2019,5.7532,5.7382,5.7669,5.7144,,0.25
04.11.2019,5.7387,5.7065,5.7413,5.675,,0.46
01.11.2019,5.7124,5.7251,5.7525,5.7042,,-0.01
31.10.2019,5.713,5.7072,5.7321,5.6974,,0.19
30.10.2019,5.702,5.7348,5.7704,5.6925,,-0.61
29.10.2019,5.7372,5.7332,5.7562,5.7144,,0.10
28.10.2019,5.7312,5.7767,5.7785,5.714,,-0.75
25.10.2019,5.7748,5.7625,5.7917,5.7475,,0.18
24.10.2019,5.7647,5.7345,5.7812,5.7252,,0.52
23.10.2019,5.7351,5.8088,5.8134,5.724,,-1.26
22.10.2019,5.8084,5.8584,5.8652,5.7835,,-0.85
21.10.2019,5.8582,5.7948,5.8697,5.7778,,1.14
18.10.2019,5.7919,5.8287,5.8325,5.7435,,-0.65
17.10.2019,5.8299,5.8871,5.9315,5.8132,,-0.97
16.10.2019,5.887,5.9131,5.9321,5.868,,-0.50
15.10.2019,5.9164,5.9347,5.9414,5.8602,,-0.18
14.10.2019,5.9271,5.8852,5.9383,5.8851,,0.71
11.10.2019,5.8853,5.8347,5.8989,5.8055,,0.84
10.10.2019,5.8365,5.8715,5.9021,5.8178,,-0.59
09.10.2019,5.8712,5.8308,5.8787,5.8112,,0.69
08.10.2019,5.831,5.8337,5.8516,5.7769,,-0.03
07.10.2019,5.8328,5.7046,5.8452,5.694,,2.40
04.10.2019,5.6962,5.6926,5.7127,5.67,,0.03
03.10.2019,5.6947,5.7024,5.7176,5.665,,-0.13
02.10.2019,5.702,5.7272,5.7641,5.6963,,-0.37
01.10.2019,5.7231,5.6459,5.7324,5.637,,1.31
30.09.2019,5.6489,5.6708,5.6772,5.628,,-0.39
27.09.2019,5.6708,5.6653,5.6894,5.6415,,0.09
26.09.2019,5.6655,5.6706,5.6988,5.6418,,-0.09
25.09.2019,5.6706,5.6993,5.7134,5.6655,,-0.47
24.09.2019,5.6973,5.7158,5.7221,5.662,,-0.35
23.09.2019,5.7174,5.743,5.7453,5.7065,,-0.46
20.09.2019,5.7439,5.715,5.7494,5.675,,0.44
19.09.2019,5.7187,5.6799,5.7252,5.6678,,0.74
18.09.2019,5.6768,5.7052,5.7116,5.6528,,-0.43
17.09.2019,5.7016,5.7292,5.7451,5.689,,-0.48
16.09.2019,5.7289,5.6892,5.7461,5.6891,,0.75
13.09.2019,5.6861,5.6556,5.6935,5.644,,0.52
12.09.2019,5.6566,5.756,5.7763,5.6555,,-1.65
11.09.2019,5.7515,5.7704,5.7972,5.7429,,-0.29
10.09.2019,5.7683,5.7516,5.7915,5.7397,,0.32
09.09.2019,5.75,5.7136,5.766,5.6941,,0.60
06.09.2019,5.7155,5.6916,5.7295,5.675,,0.42
05.09.2019,5.6917,5.6711,5.7068,5.6452,,0.44
04.09.2019,5.667,5.7284,5.7347,5.64,,-1.09
03.09.2019,5.7293,5.8074,5.8232,5.7165,,-1.33
02.09.2019,5.8068,5.833,5.8419,5.7904,,-0.41
30.08.2019,5.8306,5.839,5.8514,5.8134,,-0.16
29.08.2019,5.84,5.812,5.8481,5.7955,,0.46
28.08.2019,5.8134,5.8307,5.8402,5.7873,,-0.24
27.08.2019,5.8276,5.8297,5.8635,5.7948,,0.04
26.08.2019,5.8252,5.7653,5.8423,5.7647,,1.13
23.08.2019,5.7599,5.7689,5.7774,5.726,,-0.15
22.08.2019,5.7688,5.7175,5.7899,5.705,,0.92
21.08.2019,5.7162,5.7358,5.7446,5.7008,,-0.22
20.08.2019,5.729,5.6622,5.75,5.6345,,1.20
19.08.2019,5.6609,5.5863,5.6805,5.5611,,1.48
16.08.2019,5.5785,5.568,5.5867,5.5205,,0.19
15.08.2019,5.568,5.6143,5.6188,5.5388,,-0.80
14.08.2019,5.6128,5.5611,5.631,5.5557,,0.90
13.08.2019,5.5629,5.5674,5.6383,5.549,,-0.02
12.08.2019,5.564,5.4952,5.5777,5.4899,,1.32
09.08.2019,5.4917,5.476,5.5138,5.446,,0.25
08.08.2019,5.4781,5.5,5.5217,5.45,,-0.29
07.08.2019,5.4938,5.5202,5.5356,5.4538,,-0.49
06.08.2019,5.5209,5.5656,5.5953,5.5062,,-0.91
05.08.2019,5.5715,5.56,5.6185,5.524,,0.21
02.08.2019,5.5597,5.6029,5.6188,5.5418,,-0.79
01.08.2019,5.6038,5.5813,5.6295,5.5496,,0.31
31.07.2019,5.5864,5.5559,5.6211,5.504,,0.48
30.07.2019,5.5597,5.6163,5.6249,5.5424,,-0.98
29.07.2019,5.6148,5.6758,5.6758,5.5935,,-1.00
26.07.2019,5.6718,5.7025,5.7064,5.6,,-0.54
25.07.2019,5.7027,5.7086,5.768,5.6395,,-0.10
24.07.2019,5.7085,5.7209,5.7394,5.6944,,-0.16
23.07.2019,5.7178,5.6795,5.7252,5.661,,0.72
22.07.2019,5.677,5.6403,5.6947,5.6316,,0.39
19.07.2019,5.6551,5.6176,5.6776,5.608,,0.66
18.07.2019,5.6181,5.6859,5.7133,5.6128,,-1.16
